text,target,polarity,category,tokens,labels,category_cleaned
Onun corona virüs açıklamaları bilimsel temele dayanmadığı için oldukça yanıltıcı ve tehlikeli bulunuyor,['Onun corona virüs açıklamaları'],['negative'],health,"['Onun', 'corona', 'virüs', 'açıklamaları', 'bilimsel', 'temele', 'dayanmadığı', 'için', 'oldukça', 'yanıltıcı', 've', 'tehlikeli', 'bulunuyor']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",health
Ayakkabının taban rengi alışılmış beyazdı iç astarın terletme özelliği ise piyasadaki standart seviyedeydi ekstra bir farklılık yoktu,"['taban rengi', 'terletme özelliği']","['neutral', 'neutral']",product,"['Ayakkabının', 'taban', 'rengi', 'alışılmış', 'beyazdı', 'iç', 'astarın', 'terletme', 'özelliği', 'ise', 'piyasadaki', 'standart', 'seviyedeydi', 'ekstra', 'bir', 'farklılık', 'yoktu']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",sneakers
Çocukların öğrenme yeteneğinin ne boyutta olduğunun en güzel kanıtlarından Yorumlarda bu durumu para ve imkana bağlayan o kadar kişi var ki muhakkak para ve imkan da önemli bir faktör ama arkadaşlar,"['bu durumu', 'para']","['neutral', 'neutral']",social_media,"['Çocukların', 'öğrenme', 'yeteneğinin', 'ne', 'boyutta', 'olduğunun', 'en', 'güzel', 'kanıtlarından', 'Yorumlarda', 'bu', 'durumu', 'para', 've', 'imkana', 'bağlayan', 'o', 'kadar', 'kişi', 'var', 'ki', 'muhakkak', 'para', 've', 'imkan', 'da', 'önemli', 'bir', 'faktör', 'ama', 'arkadaşlar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
Senaryoyu Mahsun yazdı sanmıştım çünkü bazı sahneler ve karakterler onun tarzını hatırlatıyordu Ancak senaryo genel olarak daha sığ ve derinlikten yoksundu Birçok klişe vardı ve hikaye tahmin edilebilir şekilde ilerledi Mahsunun daha önceki işlerinde gösterdiği özgünlük ve derinlik burada eksikti Yine de onun yazmış olmasını beklerken senaryonun başka bir tarzda olduğunu fark etmek beni biraz hayal kırıklığına uğrattı,"['Senaryo', 'Mahsun', 'Sahneler', 'Karakterler', 'Senaryo kalitesi', 'Hikaye gelişimi']","['negative', 'neutral', 'positive', 'negative', 'negative', 'negative']",social_media,"['Senaryoyu', 'Mahsun', 'yazdı', 'sanmıştım', 'çünkü', 'bazı', 'sahneler', 've', 'karakterler', 'onun', 'tarzını', 'hatırlatıyordu', 'Ancak', 'senaryo', 'genel', 'olarak', 'daha', 'sığ', 've', 'derinlikten', 'yoksundu', 'Birçok', 'klişe', 'vardı', 've', 'hikaye', 'tahmin', 'edilebilir', 'şekilde', 'ilerledi', 'Mahsunun', 'daha', 'önceki', 'işlerinde', 'gösterdiği', 'özgünlük', 've', 'derinlik', 'burada', 'eksikti', 'Yine', 'de', 'onun', 'yazmış', 'olmasını', 'beklerken', 'senaryonun', 'başka', 'bir', 'tarzda', 'olduğunu', 'fark', 'etmek', 'beni', 'biraz', 'hayal', 'kırıklığına', 'uğrattı']","['S', 'S', 'O', 'O', 'O', 'O', 'S', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
Dekoru ve dizaynı gayet güzel olmuş Ben çok memnun kaldım Teşekkürler herşey için,"['Dekoru', 'dizaynı']","['positive', 'positive']",accommodation,"['Dekoru', 've', 'dizaynı', 'gayet', 'güzel', 'olmuş', 'Ben', 'çok', 'memnun', 'kaldım', 'Teşekkürler', 'herşey', 'için']","['S', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",accommodation
Konfor seviyesi oldukça iyi Ancak fiyat şu anki piyasada gerçekten yüksek,"['Konfor', 'fiyat']","['positive', 'negative']",other,"['Konfor', 'seviyesi', 'oldukça', 'iyi', 'Ancak', 'fiyat', 'şu', 'anki', 'piyasada', 'gerçekten', 'yüksek']","['S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",automotive
Gerçekten başta çok tereddütle yaklaştım sonuçta android tabletler performans olarak çok kötü oluyordu Ancak bu ürün gerçekten çok başarılı olmuş samsung burada ekstra çalışmış ve şu tablet apple tabletlerine göre çok daha hoş,"['android tabletler', 'samsung', 'tablet', 'apple tabletlerine']","['negative', 'positive', 'positive', 'negative']",product,"['Gerçekten', 'başta', 'çok', 'tereddütle', 'yaklaştım', 'sonuçta', 'android', 'tabletler', 'performans', 'olarak', 'çok', 'kötü', 'oluyordu', 'Ancak', 'bu', 'ürün', 'gerçekten', 'çok', 'başarılı', 'olmuş', 'samsung', 'burada', 'ekstra', 'çalışmış', 've', 'şu', 'tablet', 'apple', 'tabletlerine', 'göre', 'çok', 'daha', 'hoş']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'S', 'B', 'I', 'O', 'O', 'O', 'O']",electronics
Kullanım kolaylığı yüksek ama reklamlar biraz fazla geldi bana,"['Kullanım kolaylığı', 'reklamlar']","['positive', 'negative']",social_media,"['Kullanım', 'kolaylığı', 'yüksek', 'ama', 'reklamlar', 'biraz', 'fazla', 'geldi', 'bana']","['B', 'I', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",opinion
İlerici Kadınlar Derneği Genel Sekreteri Nuray Yenil İstanbul Sözleşmesini fesheden kararın anayasal hakları engelleyen barikatlar kadar hukuksuz olduğunu ifade ederek bu durumun kadınların hak mücadelesine vurulan ağır bir darbe olduğunu vurguladı Sözleri adalet arayışındaki kararlılığı ve derin bir hayal kırıklığını yansıtıyordu,"['İlerici Kadınlar Derneği Genel Sekreteri Nuray Yenil', 'İstanbul Sözleşmesini fesheden kararın', 'Sözleri']","['neutral', 'negative', 'negative']",other,"['İlerici', 'Kadınlar', 'Derneği', 'Genel', 'Sekreteri', 'Nuray', 'Yenil', 'İstanbul', 'Sözleşmesini', 'fesheden', 'kararın', 'anayasal', 'hakları', 'engelleyen', 'barikatlar', 'kadar', 'hukuksuz', 'olduğunu', 'ifade', 'ederek', 'bu', 'durumun', 'kadınların', 'hak', 'mücadelesine', 'vurulan', 'ağır', 'bir', 'darbe', 'olduğunu', 'vurguladı', 'Sözleri', 'adalet', 'arayışındaki', 'kararlılığı', 've', 'derin', 'bir', 'hayal', 'kırıklığını', 'yansıtıyordu']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",social event
Kutuda herhangi bir darbe ezik çizik hiçbir şey yoktu,['Kutuda'],['positive'],service,"['Kutuda', 'herhangi', 'bir', 'darbe', 'ezik', 'çizik', 'hiçbir', 'şey', 'yoktu']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",service
 Genel olarak oteldeki yemekler tercih edilebilir özellikle sabah kahvaltısı oldukça rahatlatıcıydı Ancak daha fazla çeşit sunulabilirdi ama yine de konaklama süresi boyunca yeterli bir deneyim sundu,"['Yemekler', 'Kahvaltı', 'Yemek çeşitliliği', 'Yemek deneyimi']","['positive', 'positive', 'neutral', 'positive']",accommodation,"['Genel', 'olarak', 'oteldeki', 'yemekler', 'tercih', 'edilebilir', 'özellikle', 'sabah', 'kahvaltısı', 'oldukça', 'rahatlatıcıydı', 'Ancak', 'daha', 'fazla', 'çeşit', 'sunulabilirdi', 'ama', 'yine', 'de', 'konaklama', 'süresi', 'boyunca', 'yeterli', 'bir', 'deneyim', 'sundu']","['O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",accommodation
Uygulamanın kitap okuma deneyimi genel olarak iyi ancak yazı tipi boyutu ayarlama seçenekleri sınırlı ve bazı kitaplarda resimler bulanık görünüyor,"['kitap okuma deneyimi', 'yazı tipi boyutu ayarlama', 'resimler']","['positive', 'negative', 'negative']",literature,"['Uygulamanın', 'kitap', 'okuma', 'deneyimi', 'genel', 'olarak', 'iyi', 'ancak', 'yazı', 'tipi', 'boyutu', 'ayarlama', 'seçenekleri', 'sınırlı', 've', 'bazı', 'kitaplarda', 'resimler', 'bulanık', 'görünüyor']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O']",kindle
Çikolatanın içindeki meyve parçaları beklediğimden daha azdı meyve tadı neredeyse hiç gelmedi Çikolatanın genel aroması ise sıradandı özel bir lezzet alamadım,"['içindeki meyve parçaları', 'genel aroması']","['negative', 'neutral']",other,"['Çikolatanın', 'içindeki', 'meyve', 'parçaları', 'beklediğimden', 'daha', 'azdı', 'meyve', 'tadı', 'neredeyse', 'hiç', 'gelmedi', 'Çikolatanın', 'genel', 'aroması', 'ise', 'sıradandı', 'özel', 'bir', 'lezzet', 'alamadım']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",chocolate
Kolay kolay bir müzik videosunun altına yorum yapmam Ama Funda başka Giyimi tiyatrali ve en önemlisi sesi bu işi ciddiye aldığını önem verdiğini gösteriyor Helal olsun ,"['müzik videosunun', 'Giyimi', 'tiyatrali', 'önemlisi', 'sesi']","['neutral', 'positive', 'positive', 'positive', 'positive']",social_media,"['Kolay', 'kolay', 'bir', 'müzik', 'videosunun', 'altına', 'yorum', 'yapmam', 'Ama', 'Funda', 'başka', 'Giyimi', 'tiyatrali', 've', 'en', 'önemlisi', 'sesi', 'bu', 'işi', 'ciddiye', 'aldığını', 'önem', 'verdiğini', 'gösteriyor', 'Helal', 'olsun']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'S', 'O', 'O', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",opinion
Güldür Güldür Showdaki Rambo taklidi gerçekten komikti Oyuncular bu sahnede çok başarılıydı,"['Rambo taklidi', 'Oyuncular']","['positive', 'positive']",entertainment,"['Güldür', 'Güldür', 'Showdaki', 'Rambo', 'taklidi', 'gerçekten', 'komikti', 'Oyuncular', 'bu', 'sahnede', 'çok', 'başarılıydı']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",entertainment
Bu videoyu izleyenlerin birçoğu 2000lere geldiğimizde şehirlerimizi uçan arabaların dolduracağı fikrine inanarak büyüdü,"['videoyu', 'şehirlerimizi', 'uçan arabaların']","['neutral', 'neutral', 'neutral']",social_media,"['Bu', 'videoyu', 'izleyenlerin', 'birçoğu', '2000lere', 'geldiğimizde', 'şehirlerimizi', 'uçan', 'arabaların', 'dolduracağı', 'fikrine', 'inanarak', 'büyüdü']","['O', 'S', 'O', 'O', 'O', 'O', 'S', 'B', 'I', 'O', 'O', 'O', 'O']",opinion
Ajda Pekkanın Vitrin şarkısı 2021 yılı sona erene kadar arka planda çalınarak dinleyicilere keyifli anlar yaşatmaya devam ediyor,"['Ajda Pekkanın Vitrin şarkısı', 'keyifli anlar']","['neutral', 'positive']",social_media,"['Ajda', 'Pekkanın', 'Vitrin', 'şarkısı', '2021', 'yılı', 'sona', 'erene', 'kadar', 'arka', 'planda', 'çalınarak', 'dinleyicilere', 'keyifli', 'anlar', 'yaşatmaya', 'devam', 'ediyor']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",opinion
Biz teknolojik dönüşümün henüz başlarındayız 2030lu 2040lı yıllara geldiğimizde bugünkü teknolojilerin ne kadar ilkel olduğunu göreceğiz,"['teknolojik dönüşümün', 'ilkel']","['positive', 'negative']",social_media,"['Biz', 'teknolojik', 'dönüşümün', 'henüz', 'başlarındayız', '2030lu', '2040lı', 'yıllara', 'geldiğimizde', 'bugünkü', 'teknolojilerin', 'ne', 'kadar', 'ilkel', 'olduğunu', 'göreceğiz']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O']",opinion
Aslında çocuklara belirli imkanların verilmesi ve iyi bir eğitimle neler yapılacabileceğinin en büyük  ispatı Kenan abinin ailesine vakit ayırması da ayrıca çok güzel,"['belirli imkanların verilmesi', 'ailesine vakit ayırması']","['positive', 'positive']",social_media,"['Aslında', 'çocuklara', 'belirli', 'imkanların', 'verilmesi', 've', 'iyi', 'bir', 'eğitimle', 'neler', 'yapılacabileceğinin', 'en', 'büyük', 'ispatı', 'Kenan', 'abinin', 'ailesine', 'vakit', 'ayırması', 'da', 'ayrıca', 'çok', 'güzel']","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']",opinion
Fiyatlar genel olarak piyasa standartlarında promosyon ya da kampanya yoktu,['Fiyatlar'],['neutral'],travel,"['Fiyatlar', 'genel', 'olarak', 'piyasa', 'standartlarında', 'promosyon', 'ya', 'da', 'kampanya', 'yoktu']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",journey
Kapadokyadan selamlar Bu güzel bölgeden gelen haberleri takip etmek her zaman keyifli,"['Kapadokyadan', 'haberleri takip etmek']","['neutral', 'positive']",social_media,"['Kapadokyadan', 'selamlar', 'Bu', 'güzel', 'bölgeden', 'gelen', 'haberleri', 'takip', 'etmek', 'her', 'zaman', 'keyifli']","['S', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']",opinion
Spor şortu standart bir kumaştan üretilmiş olmasına rağmen hem rahatlığı hem de işlevselliği ile spor yapanların ihtiyaçlarını karşılayacak nitelikteydi,"['Spor şortu', 'spor yapanların ihtiyaçlarını']","['positive', 'positive']",product,"['Spor', 'şortu', 'standart', 'bir', 'kumaştan', 'üretilmiş', 'olmasına', 'rağmen', 'hem', 'rahatlığı', 'hem', 'de', 'işlevselliği', 'ile', 'spor', 'yapanların', 'ihtiyaçlarını', 'karşılayacak', 'nitelikteydi']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']",product
Bisiklet yolları geniş ve güvenliydi Ağaç gölgeleri sayesinde serin kalmak kolaydı,"['Bisiklet yolları', 'Ağaç gölgeleri sayesinde serin kalmak']","['positive', 'positive']",social_media,"['Bisiklet', 'yolları', 'geniş', 've', 'güvenliydi', 'Ağaç', 'gölgeleri', 'sayesinde', 'serin', 'kalmak', 'kolaydı']","['B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']",opinion
Saksı ve lamba pencere kenarında yan yana dizilmişti,"['Saksı', 'lamba']","['neutral', 'neutral']",daily_life,"['Saksı', 've', 'lamba', 'pencere', 'kenarında', 'yan', 'yana', 'dizilmişti']","['S', 'O', 'S', 'O', 'O', 'O', 'O', 'O']",daily life
Kumpirde zeytinden başka bir şey görmedik Lezzet sıfır makarna fiyasko evde yapsam daha lezzetli olurdu bir daha buradan söylemem,"['Kumpirde zeytinden', 'Lezzet', 'makarna']","['negative', 'negative', 'negative']",daily_life,"['Kumpirde', 'zeytinden', 'başka', 'bir', 'şey', 'görmedik', 'Lezzet', 'sıfır', 'makarna', 'fiyasko', 'evde', 'yapsam', 'daha', 'lezzetli', 'olurdu', 'bir', 'daha', 'buradan', 'söylemem']","['B', 'I', 'O', 'O', 'O', 'O', 'S', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",experience
Bu süreçte destekleyen her daim mesaj ve güzel dileklerini eksik etmeyen herkese çok teşekkür ederiz Gelişmeleri ve aşamaları sizlerle paylaşıyor olacağım,"['Bu süreçte', 'mesaj', 'dileklerini', 'Gelişmeleri', 'aşamaları']","['positive', 'positive', 'positive', 'neutral', 'neutral']",social_media,"['Bu', 'süreçte', 'destekleyen', 'her', 'daim', 'mesaj', 've', 'güzel', 'dileklerini', 'eksik', 'etmeyen', 'herkese', 'çok', 'teşekkür', 'ederiz', 'Gelişmeleri', 've', 'aşamaları', 'sizlerle', 'paylaşıyor', 'olacağım']","['B', 'I', 'O', 'O', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'S', 'O', 'O', 'O']",opinion
bugün çok güzel hareketler bunlar ibrahimi gördüm gerçek hayatta da suratsız biriymiş insan selam verir,"['çok güzel hareketler', 'suratsız', 'selam']","['neutral', 'negative', 'negative']",social_media,"['bugün', 'çok', 'güzel', 'hareketler', 'bunlar', 'ibrahimi', 'gördüm', 'gerçek', 'hayatta', 'da', 'suratsız', 'biriymiş', 'insan', 'selam', 'verir']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'S', 'O']",opinion
Gözde ilk kez randevuya çıktığı Erkanın isteklerini duydukça şaşkınlığı artar Bakalım Gözde adeta tatlı bir prenses olan Erkanin istekleri ve kaprisleri ile başa çıkabilecek mi,"['randevuya', 'isteklerini', 'prenses', 'kaprisleri']","['neutral', 'neutral', 'positive', 'negative']",social_media,"['Gözde', 'ilk', 'kez', 'randevuya', 'çıktığı', 'Erkanın', 'isteklerini', 'duydukça', 'şaşkınlığı', 'artar', 'Bakalım', 'Gözde', 'adeta', 'tatlı', 'bir', 'prenses', 'olan', 'Erkanin', 'istekleri', 've', 'kaprisleri', 'ile', 'başa', 'çıkabilecek', 'mi']","['O', 'O', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O']",opinion
Parkın köpek gezdirme alanı çok genişti su kapları ise düzenli dolduruluyordu fakat bazı sahipler temizlik kurallarına uymuyor,"['köpek gezdirme alanı', 'su kapları', 'temizlik kurallarına']","['positive', 'positive', 'negative']",social_media,"['Parkın', 'köpek', 'gezdirme', 'alanı', 'çok', 'genişti', 'su', 'kapları', 'ise', 'düzenli', 'dolduruluyordu', 'fakat', 'bazı', 'sahipler', 'temizlik', 'kurallarına', 'uymuyor']","['O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']",comment
Vasat Hint yemeği ile alakası yok hiç beğenmedim,['Hint yemeği'],['negative'],daily_life,"['Vasat', 'Hint', 'yemeği', 'ile', 'alakası', 'yok', 'hiç', 'beğenmedim']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",experience
BBQ tavuklu pizza hala oldukça lezzetliydi ancak malzeme miktarının bir miktar azalmış olduğunu fark ettim Karışık pizzadaki sosis ve türevlerinin tadı ise gerçekten çok garipti Sanki kullanılan malzemeler kalitesizdi ve bu durum pizzanın genel tadını olumsuz etkiledi,"['tavuklu pizza', 'Karışık pizzadaki sosis', 'türevlerinin tadı', 'malzemeler']","['positive', 'negative', 'negative', 'negative']",service,"['BBQ', 'tavuklu', 'pizza', 'hala', 'oldukça', 'lezzetliydi', 'ancak', 'malzeme', 'miktarının', 'bir', 'miktar', 'azalmış', 'olduğunu', 'fark', 'ettim', 'Karışık', 'pizzadaki', 'sosis', 've', 'türevlerinin', 'tadı', 'ise', 'gerçekten', 'çok', 'garipti', 'Sanki', 'kullanılan', 'malzemeler', 'kalitesizdi', 've', 'bu', 'durum', 'pizzanın', 'genel', 'tadını', 'olumsuz', 'etkiledi']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",service
Şarkının bana uçuyormuş hissiyatı vermesi çok huzurlu hissettirdi Bazı duyguları çok güzel yansıttı ,"['Şarkının bana uçuyormuş hissiyatı vermesi', 'Bazı duyguları']","['positive', 'positive']",social_media,"['Şarkının', 'bana', 'uçuyormuş', 'hissiyatı', 'vermesi', 'çok', 'huzurlu', 'hissettirdi', 'Bazı', 'duyguları', 'çok', 'güzel', 'yansıttı']","['B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",comment
Açıklama kısmındaki liste çok pratik olmuş tek tek not almak zorunda kalmadım Film puanları da eklenirse daha iyi olurdu,"['Açıklama kısmındaki liste', 'Film puanları']","['positive', 'negative']",social_media,"['Açıklama', 'kısmındaki', 'liste', 'çok', 'pratik', 'olmuş', 'tek', 'tek', 'not', 'almak', 'zorunda', 'kalmadım', 'Film', 'puanları', 'da', 'eklenirse', 'daha', 'iyi', 'olurdu']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",youtube_comment
2 gün boyunca kiraladığımız ev beklentilerimizde daha güzel çıktı buda bize sürpriz oldu İyi seyirler,"['kiraladığımız ev', 'sürpriz']","['positive', 'positive']",social_media,"['2', 'gün', 'boyunca', 'kiraladığımız', 'ev', 'beklentilerimizde', 'daha', 'güzel', 'çıktı', 'buda', 'bize', 'sürpriz', 'oldu', 'İyi', 'seyirler']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O']",opinion
Bir önceki konaklamama kıyasla verilen oda daha küçüktü ve beklentimi karşılamadı ayrıca klima sistemi çalışmıyor ve odayı yeterince ısıtamıyordu,"['oda', 'beklentimi', 'klima sistemi']","['negative', 'negative', 'negative']",daily_life,"['Bir', 'önceki', 'konaklamama', 'kıyasla', 'verilen', 'oda', 'daha', 'küçüktü', 've', 'beklentimi', 'karşılamadı', 'ayrıca', 'klima', 'sistemi', 'çalışmıyor', 've', 'odayı', 'yeterince', 'ısıtamıyordu']","['O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'S', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",experience
Bu nasıl bir yetenektir helal olsun sana Funda Nefes kontrolü heyecana rağmen tonda kalma çabası kostüm tiyatral hareketler sahnedeki stres seviyesi,"['nefes kontrolü', 'tonda kalam çabası', 'kostüm', 'tiyatral hareketler', 'stres seviyesi']","['positive', 'positive', 'positive', 'positive', 'neutral']",social_media,"['Bu', 'nasıl', 'bir', 'yetenektir', 'helal', 'olsun', 'sana', 'Funda', 'Nefes', 'kontrolü', 'heyecana', 'rağmen', 'tonda', 'kalma', 'çabası', 'kostüm', 'tiyatral', 'hareketler', 'sahnedeki', 'stres', 'seviyesi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'S', 'B', 'I', 'O', 'B', 'I']",opinion
Yakında Güldür Güldür Show da final yapar Zaten son bölümlerini hiç beğenmedim baştan savma yapmışlar,"['Güldür Güldür Show da', 'son bölümlerini']","['neutral', 'negative']",social_media,"['Yakında', 'Güldür', 'Güldür', 'Show', 'da', 'final', 'yapar', 'Zaten', 'son', 'bölümlerini', 'hiç', 'beğenmedim', 'baştan', 'savma', 'yapmışlar']","['O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']",opinion
MNG Kargo gerçekten çok iyi böyle hızlı teslimat gerçekten çok memnun edici,"['MNG Kargo', 'hızlı teslimat']","['positive', 'positive']",delivery_service,"['MNG', 'Kargo', 'gerçekten', 'çok', 'iyi', 'böyle', 'hızlı', 'teslimat', 'gerçekten', 'çok', 'memnun', 'edici']","['B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']",delivery_service
Odalar gayet güzel ve temiz  Doğanın içinde  sezsizlik isterseniz iyi bir deneyim Hazırlanan kahvaltı gayet iyi idi  biz tek gece kaldık ama en az iki gece kalmak lazım Tavsiye ederiz,"['Odalar', 'sessizlik', 'kahvaltı', 'Tavsiye']","['positive', 'positive', 'negative', 'positive']",accommodation,"['Odalar', 'gayet', 'güzel', 've', 'temiz', 'Doğanın', 'içinde', 'sezsizlik', 'isterseniz', 'iyi', 'bir', 'deneyim', 'Hazırlanan', 'kahvaltı', 'gayet', 'iyi', 'idi', 'biz', 'tek', 'gece', 'kaldık', 'ama', 'en', 'az', 'iki', 'gece', 'kalmak', 'lazım', 'Tavsiye', 'ederiz']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O']",accommodation
Çok oyunculu modu arkadaşlarımla oynamak aşırı zevkli saatlerce sıkılmadan birlikte oynayabiliyoruz ancak eşleştirme sistemi bazen dengesiz oluyor ve seviye farkı çok rahatsız edici olabiliyor,"['Çok oyunculu modu', 'eşleştirme sistemi', 'seviye farkı']","['positive','negative','negative']",entertainment,"['Çok', 'oyunculu', 'modu', 'arkadaşlarımla', 'oynamak', 'aşırı', 'zevkli', 'saatlerce', 'sıkılmadan', 'birlikte', 'oynayabiliyoruz', 'ancak', 'eşleştirme', 'sistemi', 'bazen', 'dengesiz', 'oluyor', 've', 'seviye', 'farkı', 'çok', 'rahatsız', 'edici', 'olabiliyor']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']",game
Otelin konumu harika Fakat wc ve duşun yapısı aile olanlar için uygun değil,"['Otelin konumu', 'wc ve duşun yapısı']","['positive', 'negative']",accommodation,"['Otelin', 'konumu', 'harika', 'Fakat', 'wc', 've', 'duşun', 'yapısı', 'aile', 'olanlar', 'için', 'uygun', 'değil']","['B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",accommodation
Videonuz çok eğiticiydi ve çok keyifliydi Özellikle örneklerinizi çok beğendim Konuyu çok daha anlaşılır kıldınız Kendi başıma denemek için sabırsızlanıyorum,"['Videonuz', 'örneklerinizi', 'Konuyu', 'Kendi başıma denemek için']","['positive', 'positive', 'positive', 'positive']",social_media,"['Videonuz', 'çok', 'eğiticiydi', 've', 'çok', 'keyifliydi', 'Özellikle', 'örneklerinizi', 'çok', 'beğendim', 'Konuyu', 'çok', 'daha', 'anlaşılır', 'kıldınız', 'Kendi', 'başıma', 'denemek', 'için', 'sabırsızlanıyorum']","['S', 'O', 'O', 'O', 'O', 'O', 'O', 'S', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']",comment
